발생원인_기타,피해면적_합계,화재시간,latitude ,longitude,기온,풍속,습도,강수량,임목존재코드,임종코드,임상코드,수종그룹코드,ta,ws,hm,pa,pv,td,ts,dc10Tca,dc10LmcsCa,시도,시군구,읍면동리,피해금액
854,5.880113904184606,16.0,38.35255833333333,128.4518361111111,13.9,30.2,57.0,0.0,1.0,1.0,1.0,14.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,안동,북후,423545464
715,0.0953101798043248,1.0,36.96533055555556,128.73492499999998,10.3,19.4,66.0,0.0,1.0,1.0,1.0,14.0,15.6,1.1,44.0,1010.4,7.7,3.3,11.3,2.8704119850187264,9.0,경남,함안,군북,9076598
67,0.4054651081081644,1.0,35.63037222222222,129.15300555555555,13.9,19.4,60.0,0.0,2.0,0.0,0.0,82.0,22.7,1.7,24.0,1005.7,6.6,1.0,24.0,0.0,0.0,경기,화성,매송,31223763
233,0.009950330853168,1.0,36.62453333333333,127.3881027777778,13.5,16.2,63.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,시흥,금이,4082193
190,0.009950330853168,1.0,35.95053333333334,128.91315,13.9,14.8,60.0,0.0,1.0,2.0,3.0,77.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,충남,공주,신풍,4082193
813,0.009950330853168,2.0,37.71073333333334,126.42698333333334,9.4,20.5,80.0,0.0,1.0,2.0,2.0,34.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,양평,강상,4082193
514,0.0295588022415443,2.0,36.504783333333336,126.74034444444445,11.4,16.6,72.0,0.0,1.0,2.0,2.0,30.0,14.2,2.0,49.0,1013.1,7.9,3.6,17.0,0.0,0.0,경남,진주,금곡,5229485
715,0.0953101798043248,1.0,36.84720277777778,128.95246666666665,8.5,12.2,57.0,0.0,1.0,2.0,3.0,77.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,세종,전의,달전,9076598
767,0.009950330853168,1.0,36.938447222222216,127.70674722222222,11.5,12.6,66.0,0.0,1.0,1.0,1.0,12.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경남,함양,휴천,4082193
715,0.0582689081239757,1.0,37.47359444444445,126.94485277777778,10.7,11.2,69.0,0.0,2.0,0.0,0.0,82.0,17.4,2.9,39.0,1011.0,7.7,3.2,25.2,0.0,0.0,경남,창원,의창,6909313
460,0.1484200051182732,1.0,36.00169722222222,129.266475,13.3,19.4,54.0,0.0,1.0,2.0,2.0,34.0,20.8,3.5,20.0,1012.8,4.9,-3.0,29.5,2.0,0.0,전북,순창,팔덕,12184054
736,0.009950330853168,2.0,36.22828888888889,127.88768888888887,9.8,12.6,65.0,0.0,2.0,0.0,0.0,82.0,16.7,1.8,61.0,1015.6,11.6,9.1,24.5,0.0,0.0,광주,광산,지정,4082193
237,0.4054651081081644,2.0,37.49064444444445,127.61720277777778,9.3,11.5,68.0,0.0,1.0,2.0,3.0,77.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,충남,공주,탄천,31223763
922,0.1823215567939546,2.0,37.334516666666666,129.177775,10.5,18.3,57.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,대전,유성,교촌,14167634
767,0.262364264467491,2.0,37.34665555555556,127.91627222222225,8.7,14.4,67.0,0.0,1.0,2.0,1.0,15.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,전남,곡성,목사동,18850933
514,0.0198026272961797,2.0,35.06742222222223,127.05471944444444,11.0,13.3,74.0,0.0,2.0,0.0,0.0,82.0,19.3,3.0,40.0,1014.8,8.9,5.3,26.1,0.0,0.0,경북,의성,점곡,4658651
186,0.0198026272961797,2.0,35.67361388888889,128.16600555555556,12.1,6.5,62.0,0.0,1.0,2.0,2.0,34.0,21.3,1.8,16.0,1010.7,4.1,-5.5,22.0,0.0,0.0,전북,남원,금지,4658651
767,0.1484200051182732,2.0,37.81361111111111,127.06571666666666,8.6,14.0,70.0,0.0,1.0,1.0,2.0,49.0,17.5,3.6,24.0,1010.3,4.8,-3.3,22.7,2.8704119850187264,1.2687422166874225,경기,파주,탄현,12184054
233,0.0861776962410523,4.0,37.84230277777778,126.8922,8.6,14.0,70.0,0.0,1.0,2.0,1.0,11.0,14.0,1.4,38.0,1011.6,6.1,-0.1,21.0,2.8704119850187264,1.2687422166874225,경남,남해,서,8542257
170,0.0582689081239757,1.0,35.962269444444445,128.84162500000002,8.5,15.1,56.0,0.0,1.0,2.0,1.0,11.0,15.6,2.5,39.0,1009.9,6.9,1.6,18.6,0.0,0.0,전남,완도,노화,6909313
715,0.0953101798043248,0.0,35.12164166666667,126.96706111111112,8.4,13.7,66.0,0.0,1.0,1.0,1.0,13.0,11.7,3.1,35.0,1012.7,4.8,-3.2,20.8,2.8704119850187264,1.2687422166874225,경기,파주,파평,9076598
233,0.0861776962410523,1.0,35.991308333333336,128.08275277777778,5.4,6.8,60.0,0.0,2.0,0.0,0.0,82.0,8.3,3.0,48.0,1011.3,5.3,-2.0,20.0,3.0,0.0,경기,파주,적성,8542257
808,0.0953101798043248,2.0,37.52719722222222,127.46879166666668,5.6,9.4,57.0,0.0,2.0,0.0,0.0,82.0,12.4,1.4,30.0,1012.8,4.3,-4.7,12.8,2.8704119850187264,1.2687422166874225,전북,순창,인계,9076598
930,0.7419373447293773,2.0,37.83301388888889,127.54803333333334,3.5,10.5,52.0,0.0,2.0,0.0,0.0,82.0,12.6,1.7,26.0,1002.6,3.8,-6.4,24.0,2.8704119850187264,1.2687422166874225,충남,보령,미산,54910754
285,0.009950330853168,1.0,37.73835555555556,126.4741138888889,4.6,19.1,53.0,0.0,2.0,0.0,0.0,81.0,7.3,3.7,50.0,1006.0,5.1,-2.4,19.0,0.0,0.0,세종,금남,성덕,4082193
482,0.009950330853168,1.0,35.57594166666667,129.31393611111113,13.9,18.4,75.0,0.0,1.0,2.0,3.0,77.0,17.9,5.2,56.0,1008.9,11.4,8.9,13.4,2.8704119850187264,0.0,경북,상주,외서,4082193
767,0.009950330853168,1.0,34.852225000000004,128.69350555555556,14.6,15.5,83.0,0.0,1.0,2.0,2.0,33.0,18.6,5.4,60.0,1011.8,12.8,10.6,31.5,2.0,0.0,경남,진주,내동,4082193
270,0.262364264467491,2.0,36.76855555555556,126.67139166666666,13.0,21.2,79.0,0.1,1.0,2.0,2.0,34.0,22.3,2.1,36.0,1010.8,9.6,6.4,18.5,1.0,1.0,경북,청도,각남,18850933
573,0.0953101798043248,1.0,36.58790833333334,128.11645277777777,13.1,9.4,71.0,0.0,1.0,2.0,2.0,33.0,22.7,4.5,33.0,1012.2,9.0,5.5,32.0,0.0,0.0,전남,화순,남,9076598
233,0.1823215567939546,1.0,37.88840833333333,127.73390833333332,11.2,14.6,82.0,0.0,1.0,2.0,2.0,31.0,20.3,2.2,48.0,1008.9,11.4,8.9,24.2,2.8704119850187264,1.2687422166874225,경남,산청,삼장,14167634
233,0.0953101798043248,1.0,36.32491944444445,127.45283055555556,14.5,11.5,67.0,0.0,1.0,2.0,2.0,30.0,20.3,2.2,48.0,1008.9,11.4,8.9,24.2,2.8704119850187264,1.2687422166874225,전남,신안,흑산,9076598
573,0.1484200051182732,2.0,37.02690555555555,127.27898888888888,14.3,16.2,73.0,0.0,1.0,2.0,1.0,15.0,16.5,2.7,55.0,1006.9,10.3,7.4,14.4,2.8704119850187264,1.2687422166874225,경기,화성,남양,12184054
233,0.8754687373538999,2.0,35.996833333333335,129.13221944444444,11.2,17.3,68.0,0.0,1.0,1.0,2.0,49.0,20.9,4.1,31.0,1011.0,7.6,3.1,30.2,0.0,0.0,경남,합천,율곡,62723675
256,0.0769610411361283,2.0,36.98833055555556,126.87244722222222,10.8,21.6,70.0,0.0,1.0,2.0,2.0,30.0,18.1,3.9,41.0,1003.5,8.5,4.6,18.6,2.8704119850187264,1.2687422166874225,울산,울주,범서,8002990
182,0.0295588022415443,3.0,36.837808333333335,127.4211777777778,11.0,19.8,68.0,0.0,1.0,1.0,1.0,14.0,19.3,2.4,38.0,1011.6,8.5,4.6,18.3,1.0,1.0,전북,순창,동계,5229485
992,0.0295588022415443,2.0,34.964000000000006,127.69841944444444,13.2,13.3,71.0,0.0,1.0,2.0,3.0,77.0,19.9,5.1,40.0,1011.7,9.2,5.8,27.9,1.0,1.0,경북,영양,청기,5229485
190,0.1484200051182732,2.0,37.18929444444444,126.95282222222222,10.5,19.1,67.0,0.0,1.0,2.0,1.0,11.0,15.2,4.2,44.0,1005.3,7.6,3.0,16.1,2.8704119850187264,1.2687422166874225,경남,합천,가회,12184054
257,0.009950330853168,1.0,37.55067222222222,126.73154722222222,7.3,13.6,54.0,0.0,1.0,2.0,2.0,31.0,11.9,2.9,43.0,1012.8,6.0,-0.3,17.4,0.0,0.0,경남,합천,용주,4082193
715,0.0198026272961797,2.0,36.603125,128.71970277777777,7.6,9.7,57.0,0.0,1.0,2.0,1.0,11.0,16.7,1.3,27.0,1004.0,5.1,-2.4,22.0,0.0,0.0,대구,남,대명,4658651
64,0.009950330853168,2.0,35.25346111111111,128.29354722222223,9.7,14.0,66.0,0.0,1.0,2.0,1.0,11.0,15.3,3.5,50.0,1011.5,8.7,4.9,19.2,0.0,0.0,울산,울주,두동,4082193
573,0.0295588022415443,1.0,37.24993888888889,126.91661388888888,7.8,11.2,56.0,0.0,1.0,2.0,1.0,11.0,13.6,1.4,29.0,1008.2,4.5,-4.1,15.1,2.8704119850187264,1.2687422166874225,경북,경주,안강,5229485
454,0.0953101798043248,1.0,37.36004722222222,126.797275,6.5,11.2,54.0,0.0,1.0,2.0,3.0,77.0,12.0,4.4,22.0,1010.6,3.1,-9.1,14.6,2.8704119850187264,1.2687422166874225,경북,청도,청도,9076598
371,0.1397619423751587,2.0,36.51109722222222,126.94781388888887,6.2,11.5,70.0,0.0,1.0,1.0,1.0,14.0,12.6,2.2,32.0,1017.5,4.7,-3.6,13.2,0.0,0.0,경남,고성,마암,11677471
190,0.0582689081239757,3.0,37.49131388888889,127.44429166666669,5.0,13.0,59.0,0.0,2.0,0.0,0.0,82.0,12.1,2.9,24.0,1019.6,3.4,-7.9,12.3,2.8704119850187264,1.2687422166874225,경남,김해,대동,6909313
64,0.009950330853168,1.0,35.14413888888889,128.18359722222223,7.3,7.6,65.0,0.0,1.0,2.0,1.0,11.0,13.4,2.7,52.0,1008.5,8.0,3.7,13.9,0.0,0.0,충북,충주,앙성,4082193
515,0.262364264467491,2.0,36.62478888888889,127.28879444444443,7.8,9.0,48.0,0.0,1.0,2.0,2.0,30.0,17.8,1.0,28.0,1003.5,5.7,-0.9,19.0,0.0,0.0,전남,담양,용,18850933
64,0.009950330853168,2.0,35.39590277777778,127.74833055555555,6.6,7.6,59.0,0.0,1.0,2.0,2.0,34.0,10.0,1.7,33.0,1008.5,4.1,-5.5,15.7,7.0,1.0,경기,화성,봉담,4082193
715,0.009950330853168,3.0,35.317236111111114,128.6217861111111,9.2,9.0,67.0,0.0,1.0,2.0,3.0,77.0,9.9,1.1,37.0,1010.9,4.5,-4.1,16.7,9.0,0.0,충남,공주,동현,4082193
826,0.0198026272961797,2.0,35.389561111111114,127.13001388888888,5.9,6.5,47.0,0.0,1.0,2.0,2.0,34.0,8.7,0.7,38.0,1014.5,4.3,-4.8,3.1,3.0,0.0,경남,합천,청덕,4658651
215,0.0953101798043248,0.0,35.16758055555555,126.75909722222222,6.5,7.6,52.0,0.0,1.0,2.0,2.0,34.0,15.2,0.6,30.0,1013.9,5.2,-2.2,21.3,4.0,0.0,강원,원주,부론,9076598
573,0.0295588022415443,2.0,36.34127222222222,127.02016666666668,5.5,7.6,59.0,0.0,1.0,2.0,2.0,34.0,10.5,2.6,23.0,1016.9,2.9,-9.8,9.9,6.0,0.0,경북,봉화,물야,5229485
573,0.0295588022415443,2.0,36.34127222222222,127.02016666666668,5.5,7.6,59.0,0.0,1.0,2.0,2.0,34.0,10.5,2.6,23.0,1016.9,2.9,-9.8,9.9,6.0,0.0,경북,영천,화남,5229485
514,0.0198026272961797,1.0,36.36286388888889,127.30989444444444,6.3,8.6,49.0,0.0,1.0,2.0,3.0,77.0,5.0,1.9,42.0,1015.3,3.7,-6.8,0.2,9.0,9.0,부산,부산진,초읍,4658651
715,0.5877866649021191,6.0,35.08280555555556,127.2777611111111,6.6,10.1,40.0,0.0,1.0,1.0,1.0,14.0,4.5,1.3,44.0,1016.8,3.7,-6.7,1.1,0.0,0.0,경남,창원,의창,41891397
233,0.0198026272961797,1.0,36.43362222222222,128.75805833333334,4.6,5.0,44.0,0.0,1.0,2.0,3.0,77.0,13.0,1.2,13.0,1015.4,1.9,-14.8,13.3,0.0,0.0,경북,경주,도지,4658651
514,0.0198026272961797,1.0,35.3766,127.3394222222222,5.0,7.9,43.0,0.0,1.0,1.0,1.0,14.0,12.0,1.5,22.0,1015.7,3.1,-9.1,15.3,0.0,0.0,전남,장성,장성,4658651
414,0.0861776962410523,2.0,37.71243888888889,126.77584722222224,1.9,7.9,34.0,0.0,1.0,2.0,2.0,34.0,10.2,2.0,20.0,1010.1,2.5,-11.8,10.1,2.8704119850187264,1.2687422166874225,인천,서,신현,8542257
186,0.0953101798043248,4.0,34.824558333333336,127.83632222222222,7.4,12.2,50.0,0.0,1.0,1.0,2.0,39.0,11.5,3.9,50.0,1015.3,6.8,1.4,31.9,0.0,0.0,경남,김해,상동,9076598
573,0.0953101798043248,3.0,34.22336388888889,126.5963222222222,6.6,21.4,48.0,0.0,1.0,1.0,1.0,14.0,12.5,1.2,14.0,1014.6,2.0,-14.3,24.0,0.0,0.0,전북,순창,구림,9076598
715,0.0769610411361283,3.0,37.84230277777778,126.8922,2.5,6.8,35.0,0.0,1.0,2.0,2.0,33.0,10.2,2.0,20.0,1010.1,2.5,-11.8,10.1,2.8704119850187264,1.2687422166874225,경기,안성,보개,8002990
715,0.0953101798043248,3.0,37.91681944444444,126.9734888888889,2.5,6.8,35.0,0.0,1.0,2.0,1.0,11.0,10.2,2.0,20.0,1010.1,2.5,-11.8,10.1,2.8704119850187264,1.2687422166874225,대전,동,이사,9076598
767,0.009950330853168,0.0,35.453947222222226,127.17473055555556,3.9,7.6,44.0,0.0,1.0,1.0,2.0,49.0,9.4,2.5,27.0,1017.2,3.2,-8.6,15.7,0.0,0.0,경북,영덕,창수,4082193
1034,0.048790164169432,1.0,36.36805833333333,126.59923333333332,4.0,11.9,50.0,0.0,2.0,0.0,0.0,82.0,7.9,1.1,23.0,1017.6,2.4,-12.0,8.5,0.0,0.0,충남,금산,진산,6354712
715,0.0295588022415443,1.0,36.62478888888889,127.28879444444443,4.7,6.1,41.0,0.0,1.0,2.0,1.0,11.0,9.4,2.5,27.0,1017.2,3.2,-8.6,15.7,0.0,0.0,경북,영천,화산,5229485
573,0.048790164169432,1.0,36.46668888888889,128.1091166666667,4.3,5.8,42.0,0.0,1.0,2.0,2.0,33.0,10.5,1.1,19.0,1017.3,2.4,-12.2,23.8,0.0,0.0,경북,영주,순흥,6354712
767,0.009950330853168,3.0,35.17513611111111,128.07583333333332,6.1,10.4,50.0,0.0,1.0,1.0,1.0,14.0,11.1,1.8,19.0,1020.3,2.5,-11.7,33.9,0.0,0.0,경기,가평,설악,4082193
525,0.0198026272961797,2.0,35.63170555555556,128.71673055555556,4.5,7.2,50.0,0.0,1.0,2.0,2.0,33.0,9.2,2.7,45.0,1015.0,5.2,-2.1,15.1,1.0,1.0,인천,옹진,북도,4658651
573,0.0198026272961797,2.0,35.01038888888889,127.10967777777778,5.3,14.0,57.0,0.0,1.0,2.0,1.0,11.0,10.9,1.8,21.0,1013.3,2.7,-10.6,13.1,0.0,0.0,경기,포천,신북,4658651
922,0.0953101798043248,3.0,35.30631666666666,127.84925277777778,5.9,6.0,66.0,0.2,1.0,2.0,1.0,11.0,10.9,1.4,53.0,1015.3,6.9,1.6,21.2,7.0,2.0,전남,구례,광의,9076598
793,0.0198026272961797,1.0,34.675086111111106,125.42731388888888,5.7,25.9,56.0,0.0,1.0,2.0,1.0,11.0,11.8,1.3,39.0,1013.9,5.4,-1.7,17.8,8.0,8.0,강원,평창,평창,4658651
573,0.4700036292457355,3.0,37.20452777777778,126.847675,3.0,11.5,33.0,0.0,1.0,2.0,3.0,77.0,3.1,1.2,41.0,1012.1,3.1,-8.9,2.5,2.8704119850187264,1.2687422166874225,경남,합천,합천,34999912
767,0.1823215567939546,6.0,35.617041666666665,128.21396388888888,5.5,6.1,67.0,0.2,2.0,0.0,0.0,82.0,4.0,0.8,95.0,1015.2,7.7,3.2,3.4,10.0,7.0,경북,안동,서후,14167634
233,0.009950330853168,1.0,35.54106111111111,129.27252777777778,5.6,22.3,51.0,0.0,1.0,2.0,1.0,15.0,11.9,2.3,26.0,1011.1,3.6,-7.0,15.4,1.0,1.0,경남,양산,상북,4082193
767,0.0953101798043248,3.0,35.461525,127.21643888888887,0.5,10.8,36.0,0.0,1.0,2.0,2.0,34.0,6.8,1.8,33.0,1014.3,3.3,-8.3,8.4,5.0,5.0,충남,공주,정안,9076598
925,0.1823215567939546,3.0,36.67888611111111,129.09444722222224,2.2,14.2,35.0,0.0,2.0,0.0,0.0,82.0,2.2,1.2,26.0,1017.9,1.9,-15.3,3.6,2.0,0.0,경남,거제,일운,14167634
182,0.6931471805599453,17.0,35.42519444444444,128.08893055555558,1.5,9.5,39.0,0.0,1.0,2.0,3.0,77.0,5.7,3.2,14.0,1009.6,1.3,-19.8,8.6,8.0,0.0,경남,함양,휴천,52056041
492,0.009950330853168,2.0,35.55659722222222,128.14406666666665,2.3,9.7,38.0,0.0,1.0,1.0,1.0,14.0,5.7,3.2,14.0,1009.6,1.3,-19.8,8.6,8.0,0.0,울산,울주,언양,4082193
793,0.0295588022415443,1.0,35.84088333333334,128.55847222222224,1.7,9.7,32.0,0.0,1.0,2.0,1.0,11.0,3.6,2.3,21.0,1015.4,1.7,-16.7,11.4,7.0,0.0,인천,서,금곡,5229485
767,0.0582689081239757,2.0,35.574533333333335,129.11256388888887,3.5,25.2,34.0,0.0,1.0,2.0,1.0,11.0,4.0,3.1,24.0,1012.2,1.9,-14.8,8.6,9.0,1.0,전남,화순,이서,6909313
767,0.009950330853168,1.0,35.972025,129.21658888888888,2.3,19.1,34.0,0.0,1.0,2.0,1.0,11.0,1.5,2.5,26.0,1017.4,1.8,-15.9,4.1,9.0,5.0,부산,남,문현,4082193
793,0.0953101798043248,7.0,35.63170555555556,128.71673055555556,1.6,12.7,36.0,0.0,1.0,2.0,2.0,34.0,2.9,2.8,26.0,1010.2,2.0,-14.7,0.3,9.0,0.0,경남,창원,의창,9076598
76,0.048790164169432,3.0,35.06220555555555,128.32144166666666,5.5,7.6,44.0,0.0,1.0,2.0,2.0,34.0,9.4,2.7,27.0,1013.4,3.2,-8.6,15.8,7.0,4.0,경기,남양주,수동,6354712
715,0.009950330853168,1.0,35.29561944444444,128.9646361111111,6.9,13.1,41.0,0.0,1.0,2.0,2.0,30.0,11.0,3.8,22.0,1015.0,2.9,-9.9,26.8,1.0,0.0,경기,광주,곤지암,4082193
182,0.009950330853168,1.0,37.07376388888889,127.80529444444444,2.0,13.0,44.0,0.0,1.0,2.0,1.0,11.0,5.5,2.6,43.0,1015.5,3.9,-6.1,6.3,7.0,0.0,경북,울진,북,4082193
492,0.0198026272961797,1.0,35.09103888888889,127.06041944444443,3.4,12.2,56.0,0.0,1.0,2.0,1.0,11.0,7.2,1.1,44.0,1014.6,4.5,-4.2,6.3,0.0,0.0,경남,창원,성산,4658651
573,0.009950330853168,1.0,37.16611111111111,126.91573333333334,2.1,6.8,41.0,0.0,1.0,2.0,3.0,77.0,2.1,1.4,48.0,1008.8,3.4,-7.7,-1.9,2.8704119850187264,1.2687422166874225,강원,횡성,공근,4082193
394,0.0295588022415443,1.0,36.46035833333334,127.1295611111111,1.9,6.8,48.0,0.0,1.0,2.0,2.0,33.0,7.4,2.1,35.0,1014.1,3.6,-7.0,3.7,7.0,0.0,울산,울주,삼동,5229485
1031,0.0295588022415443,6.0,35.55659722222222,128.14406666666665,3.0,6.1,44.0,0.0,1.0,2.0,1.0,11.0,8.7,2.9,36.0,1009.6,4.1,-5.5,13.3,7.0,0.0,경남,창녕,창녕,5229485
1004,0.4054651081081644,1.0,37.24106944444445,127.78142222222222,0.7,5.4,44.0,0.0,1.0,2.0,2.0,30.0,2.9,4.1,26.0,927.9,2.0,-14.7,5.5,2.8704119850187264,1.2687422166874225,강원,삼척,도계,31223763
695,0.0953101798043248,2.0,36.96533055555556,128.73492499999998,0.2,6.5,42.0,0.0,1.0,2.0,3.0,77.0,10.5,2.2,17.0,1013.6,2.2,-13.5,17.2,8.0,0.0,강원,삼척,노곡,9076598
573,0.1823215567939546,2.0,36.0957,128.86896944444445,2.8,6.8,40.0,0.0,1.0,1.0,1.0,14.0,8.3,1.5,26.0,1015.9,2.8,-10.1,14.5,2.0,0.0,충북,진천,문백,14167634
793,0.0953101798043248,3.0,35.18490833333333,129.05116944444447,4.5,15.1,29.0,0.0,2.0,0.0,0.0,82.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,칠곡,기산,9076598
793,0.1397619423751587,2.0,35.17135555555555,128.56850555555556,3.9,12.2,29.0,0.0,1.0,2.0,2.0,32.0,2.2,3.6,16.0,1021.6,1.1,-21.1,11.4,1.0,0.0,강원,영월,중동,11677471
793,0.0392207131532812,1.0,35.853144444444446,129.18148888888888,0.5,23.4,34.0,0.0,1.0,2.0,1.0,11.0,0.8,1.0,19.0,1018.0,1.2,-20.2,-1.4,0.0,0.0,경기,양주,장흥,5794803
233,0.048790164169432,1.0,35.28379722222222,126.78016944444444,0.8,23.0,50.0,0.0,1.0,2.0,2.0,30.0,3.4,3.7,29.0,1018.0,2.3,-12.9,8.6,3.0,0.0,경남,고성,회화,6354712
715,0.0953101798043248,1.0,37.46149444444445,126.66489166666668,-1.4,29.8,38.0,0.0,1.0,2.0,1.0,11.0,4.9,5.5,12.0,1014.8,1.0,-22.2,13.1,1.0,0.0,경기,화성,장안,9076598
525,0.0953101798043248,2.0,35.29250833333333,128.91917222222222,3.1,21.2,36.0,0.0,1.0,2.0,1.0,11.0,7.0,3.0,6.0,1016.1,0.6,-28.2,24.6,0.0,0.0,충남,홍성,구항,9076598
778,0.009950330853168,1.0,35.48252222222222,127.05683888888888,0.5,21.6,49.0,0.0,1.0,2.0,3.0,77.0,3.6,3.4,23.0,1016.2,1.8,-15.6,10.7,0.0,0.0,세종,금남,발산,4082193
793,0.0582689081239757,2.0,37.02690555555555,127.27898888888888,-1.4,21.6,32.0,0.0,1.0,2.0,2.0,30.0,2.5,4.7,13.0,1009.4,0.9,-23.2,14.0,2.8704119850187264,1.2687422166874225,충남,홍성,서부,6909313
715,0.009950330853168,2.0,36.38486388888889,127.385925,-1.5,15.1,38.0,0.0,1.0,1.0,1.0,14.0,1.7,2.0,16.0,1012.8,1.1,-21.5,14.2,2.8704119850187264,1.2687422166874225,경북,영덕,창수,4082193
715,2.079441541679836,9.0,36.58683611111111,129.3182361111111,0.9,26.3,31.0,0.0,1.0,2.0,2.0,33.0,4.8,5.3,13.0,1014.7,1.1,-21.3,14.1,1.0,0.0,경남,창녕,장마,149168124
498,0.0676586484738148,2.0,36.14705277777778,127.38811666666668,-1.9,14.0,40.0,0.0,1.0,2.0,2.0,30.0,-0.8,2.9,19.0,1018.0,1.1,-21.6,1.0,0.0,0.0,경북,포항,북,7458707
715,0.6931471805599453,4.0,36.08598333333334,128.7889722222222,-1.7,20.2,31.0,0.0,1.0,2.0,1.0,11.0,1.8,6.0,16.0,1016.6,1.1,-21.4,4.7,0.0,0.0,충북,단양,대강,52056041
215,0.048790164169432,2.0,36.92762222222222,128.54400555555554,-2.8,17.2,30.0,0.0,1.0,2.0,1.0,11.0,0.6,3.9,16.0,1005.5,1.0,-22.4,8.4,0.0,0.0,경남,진주,대곡,6354712
715,0.262364264467491,3.0,37.69822222222222,127.46781388888888,-2.8,18.0,23.0,0.0,1.0,2.0,1.0,11.0,-6.2,7.2,22.0,926.8,0.8,-24.5,-0.3,2.8704119850187264,1.2687422166874225,강원,춘천,동산,18850933
715,0.0295588022415443,2.0,37.53511944444444,126.46636111111113,-0.1,27.8,43.0,0.0,1.0,2.0,1.0,15.0,-0.1,3.1,71.0,1008.8,4.3,-4.7,-1.3,2.8704119850187264,0.0,울산,동,화정,5229485
295,0.4054651081081644,6.0,37.93565555555555,127.17616111111111,-1.4,17.6,35.0,0.0,1.0,2.0,1.0,11.0,4.2,3.7,27.0,1002.1,2.2,-13.1,7.8,2.8704119850187264,1.2687422166874225,강원,양구,남,31223763
514,1.3862943611198906,3.0,35.282016666666664,127.43184166666668,2.7,11.9,38.0,0.0,1.0,2.0,2.0,33.0,8.2,1.6,9.0,1007.5,1.0,-22.9,10.4,9.0,4.0,경기,하남,하산곡,100612083
525,0.4054651081081644,1.0,37.32493611111112,128.40058055555556,-2.4,15.4,31.0,0.0,1.0,2.0,1.0,11.0,0.1,9.1,20.0,920.2,1.2,-20.2,6.4,2.8704119850187264,1.2687422166874225,경남,창원,의창,31223763
525,0.009950330853168,1.0,35.55659722222222,128.14406666666665,1.5,8.3,36.0,0.0,1.0,2.0,2.0,34.0,8.9,3.1,26.0,1005.3,3.0,-9.6,11.2,9.0,0.0,충남,홍성,갈산,4082193
715,0.1823215567939546,2.0,36.603125,128.71970277777777,0.8,11.5,55.0,0.0,1.0,2.0,2.0,32.0,8.7,3.1,13.0,1001.3,1.5,-18.2,16.4,8.0,0.0,경남,진주,집현,14167634
638,0.0198026272961797,1.0,35.41268055555555,129.0485888888889,5.4,18.0,53.0,0.0,1.0,1.0,1.0,14.0,8.0,3.0,51.0,1007.6,5.5,-1.5,11.8,8.0,0.0,부산,영도,신선,4658651
