발생원인_기타,피해면적_합계,화재시간,latitude ,longitude,기온,풍속,습도,강수량,임목존재코드,임종코드,임상코드,수종그룹코드,ta,ws,hm,pa,pv,td,ts,dc10Tca,dc10LmcsCa,시도,시군구,읍면동리,피해금액
715,0.0295588022415443,2.0,36.4313,127.46255555555555,16.3,11.9,56.0,0.0,1.0,2.0,2.0,31.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,영양,수비,5229485
440,0.0953101798043248,1.0,36.417316666666665,127.96255833333332,16.2,10.1,56.0,0.0,1.0,2.0,2.0,34.0,26.8,3.2,13.0,1004.2,4.6,-3.9,41.1,0.0,0.0,전북,부안,하서,9076598
767,0.009950330853168,1.0,36.01877222222222,127.66466944444446,16.2,11.5,56.0,0.0,2.0,0.0,0.0,82.0,23.7,3.0,36.0,1004.9,10.5,7.7,32.8,4.0,0.0,충남,공주,유구,4082193
793,0.1397619423751587,3.0,37.42829166666667,126.8886138888889,16.1,14.4,40.0,0.0,1.0,2.0,2.0,30.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경남,합천,율곡,11677471
1002,0.0953101798043248,2.0,36.603125,128.71970277777777,15.4,16.6,60.0,0.0,1.0,1.0,1.0,15.0,23.2,4.0,28.0,998.6,7.9,3.6,36.8,0.0,0.0,경기,양평,단월,9076598
793,0.009950330853168,1.0,36.98851111111111,127.9028388888889,16.2,10.8,54.0,2.9,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,인천,강화,선원,4082193
374,0.0198026272961797,2.0,36.603125,128.71970277777777,16.7,12.1,57.0,1.9,1.0,2.0,2.0,34.0,20.8,2.0,54.0,1003.6,13.2,11.1,29.6,10.0,2.0,경북,봉화,봉화,4658651
715,0.4054651081081644,3.0,37.30462222222222,127.83158055555556,18.9,13.7,51.0,0.0,1.0,2.0,3.0,77.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,여주,대신,31223763
793,0.009950330853168,0.0,36.44828055555556,126.89686944444443,16.7,12.2,54.0,0.0,1.0,1.0,1.0,14.0,27.8,3.0,18.0,1008.5,6.7,1.2,24.0,7.0,0.0,전남,곡성,곡성,4082193
767,0.4054651081081644,2.0,37.85997222222223,127.653825,18.0,11.9,50.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,강원,춘천,동,31223763
715,0.0953101798043248,2.0,35.838972222222225,128.8308638888889,20.3,14.4,41.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,의성,옥산,9076598
75,0.4054651081081644,5.0,35.514244444444444,128.85277777777776,17.5,13.7,48.0,0.0,1.0,2.0,2.0,30.0,28.3,4.6,12.0,1006.1,4.6,-3.8,27.6,1.0,0.0,경기,포천,신북,31223763
438,0.4054651081081644,1.0,36.74928888888889,128.3008777777778,20.1,9.0,53.0,0.0,1.0,2.0,2.0,32.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,울산,울주,온양,31223763
793,0.6931471805599453,3.0,37.43071388888889,126.82565,16.5,13.0,49.0,0.0,1.0,2.0,1.0,15.0,25.9,4.7,11.0,1003.9,3.7,-6.8,42.3,2.8704119850187264,1.2687422166874225,경북,청도,화양,52056041
437,0.0198026272961797,1.0,35.945027777777774,127.11806666666666,18.0,14.4,53.0,0.0,1.0,1.0,1.0,14.0,26.9,2.8,36.0,1010.1,12.7,10.5,32.8,6.0,0.0,인천,중,남북,4658651
296,0.009950330853168,1.0,37.42859166666666,127.27288055555556,18.5,13.0,39.0,0.0,1.0,2.0,3.0,77.0,22.8,1.1,39.0,1010.4,10.8,8.1,36.4,6.0,0.0,경북,군위,우보,4082193
767,1.3862943611198906,11.0,38.04105,128.1636138888889,16.6,14.8,47.0,0.0,2.0,0.0,0.0,81.0,22.1,5.5,17.0,929.4,4.5,-4.1,27.0,2.8704119850187264,1.2687422166874225,인천,강화,삼산,100612083
440,0.009950330853168,1.0,36.60538055555556,128.0757861111111,18.9,10.4,54.0,0.0,1.0,2.0,2.0,30.0,25.2,2.1,27.0,1011.9,8.6,4.8,37.9,0.0,0.0,경남,김해,외,4082193
767,0.0198026272961797,1.0,35.851641666666666,128.45978888888888,20.5,13.7,43.0,0.0,1.0,2.0,2.0,34.0,25.2,2.1,27.0,1011.9,8.6,4.8,37.9,0.0,0.0,전북,남원,산내,4658651
767,0.1397619423751587,1.0,38.07666111111112,127.76674722222222,15.6,13.7,50.0,0.0,1.0,2.0,2.0,34.0,20.2,6.1,23.0,929.7,5.4,-1.6,22.3,2.8704119850187264,1.2687422166874225,세종,연서,쌍류,11677471
793,0.4700036292457355,7.0,37.49064444444445,127.61720277777778,17.9,13.3,48.0,0.0,1.0,1.0,1.0,14.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,서울,서초,내곡,34999912
233,0.0198026272961797,2.0,34.81815277777778,128.03048055555556,16.9,11.2,54.0,0.0,1.0,2.0,2.0,34.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,강원,삼척,원덕,4658651
767,0.009950330853168,1.0,35.54911111111111,127.72926944444444,18.1,10.1,46.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,충북,영동,상촌,4082193
439,0.262364264467491,2.0,36.68062222222222,127.73534444444444,19.5,10.1,50.0,0.0,1.0,2.0,2.0,30.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,충북,청주,서원,18850933
118,0.1397619423751587,2.0,37.42859166666666,127.27288055555556,18.7,7.2,48.0,0.0,1.0,2.0,2.0,32.0,29.1,4.0,25.0,1009.5,10.0,7.0,37.9,0.0,0.0,경북,안동,길안,11677471
793,0.009950330853168,1.0,36.09595555555556,127.49302222222222,19.2,9.4,50.0,0.0,1.0,1.0,2.0,49.0,27.6,2.3,31.0,1011.0,11.4,8.9,26.2,0.0,0.0,전남,함평,나산,4082193
80,0.262364264467491,5.0,35.24340277777778,128.81788333333333,18.0,10.8,56.0,0.0,1.0,2.0,1.0,11.0,25.7,3.3,28.0,1015.2,9.2,5.8,37.0,0.0,0.0,대구,북,연경,18850933
371,0.009950330853168,1.0,36.334608333333335,128.14369444444444,18.9,5.4,52.0,0.0,2.0,0.0,0.0,82.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,남양주,별내,4082193
765,0.0769610411361283,4.0,37.64297222222222,128.5513388888889,14.9,9.4,54.0,0.0,1.0,2.0,2.0,30.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,울진,기성,8002990
767,0.009950330853168,1.0,36.10723611111111,129.3528722222222,17.8,14.4,55.0,0.0,1.0,1.0,1.0,14.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,고령,개진,4082193
715,2.644755350729896,12.0,38.076369444444445,128.60751944444445,14.3,15.8,48.0,0.0,1.0,2.0,2.0,34.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,여주,점동,190244635
217,0.0953101798043248,1.0,36.54700277777778,128.2082972222222,14.0,13.7,50.0,0.0,1.0,2.0,2.0,33.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,인천,강화,내가,9076598
97,0.0953101798043248,1.0,35.900125,128.31285555555556,13.5,10.2,45.0,0.0,1.0,2.0,3.0,77.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,전북,김제,금산,9076598
767,0.009950330853168,1.0,37.12663611111111,128.05471111111112,14.4,12.6,48.0,0.0,1.0,2.0,3.0,77.0,21.1,2.4,18.0,1010.5,4.5,-4.1,25.7,0.0,0.0,인천,서,석남,4082193
371,0.5306282510621704,5.0,36.83333888888889,128.62714444444444,12.8,14.9,48.0,0.0,1.0,2.0,2.0,32.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,전북,완주,봉동,38547058
767,0.0582689081239757,4.0,35.07251111111111,127.65477777777778,14.7,15.4,40.0,0.0,2.0,0.0,0.0,81.0,18.1,1.6,22.0,1011.2,4.6,-3.9,31.2,0.0,0.0,경기,화성,남양,6909313
208,0.1823215567939546,1.0,36.01340555555556,128.82629444444444,15.9,13.0,47.0,0.0,1.0,2.0,3.0,77.0,20.6,2.5,16.0,1010.9,3.9,-6.1,33.6,0.0,0.0,전북,고창,심원,14167634
767,0.009950330853168,2.0,35.54745,128.18258055555555,17.0,6.5,45.0,0.0,2.0,0.0,0.0,82.0,20.3,0.8,38.0,1006.9,9.0,5.5,22.4,0.0,0.0,광주,남,이장,4082193
846,0.009950330853168,2.0,36.77133333333333,129.23615555555554,14.4,17.7,60.0,0.0,2.0,0.0,0.0,81.0,23.4,2.4,19.0,1008.3,5.5,-1.5,37.9,0.0,0.0,충북,청주,흥덕,4082193
517,0.009950330853168,1.0,35.735572222222224,126.73165555555556,12.0,13.7,59.0,0.0,1.0,2.0,2.0,34.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,부산,사상,모라,4082193
1017,0.0953101798043248,3.0,36.55780277777777,126.92835833333334,12.1,11.9,53.0,0.0,1.0,2.0,2.0,30.0,19.9,1.5,24.0,1010.0,5.6,-1.2,24.5,0.0,0.0,부산,기장,철마,9076598
371,0.0295588022415443,3.0,35.599113888888894,128.2002361111111,15.4,6.8,60.0,0.0,1.0,2.0,3.0,77.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,군위,고로,5229485
575,0.1988508587451651,2.0,37.57212222222223,127.66089444444444,12.1,10.4,50.0,0.0,1.0,2.0,2.0,34.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,전북,남원,송동,15134763
514,0.0295588022415443,2.0,37.71073333333334,126.42698333333334,11.2,18.4,47.0,0.0,1.0,2.0,2.0,34.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,강원,철원,동송,5229485
213,0.009950330853168,1.0,36.89926666666667,128.74247777777776,9.5,8.3,68.0,0.0,1.0,2.0,1.0,11.0,17.8,3.4,29.0,1011.7,5.9,-0.4,32.5,7.0,1.0,경기,여주,산북,4082193
715,0.4054651081081644,2.0,37.27143611111111,127.6475027777778,11.5,13.7,43.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,수원,영통,31223763
767,0.0295588022415443,1.0,35.258433333333336,127.28200833333334,12.3,14.8,43.0,0.0,1.0,2.0,2.0,30.0,17.6,1.6,39.0,1013.1,7.8,3.4,16.1,10.0,10.0,전남,장성,북일,5229485
573,0.0198026272961797,2.0,37.88840833333333,127.73390833333332,10.2,7.6,46.0,0.0,1.0,2.0,2.0,34.0,17.2,3.2,21.0,1016.1,4.1,-5.3,26.6,2.8704119850187264,1.2687422166874225,충북,증평,도안,4658651
793,0.009950330853168,1.0,36.36754722222222,128.82535,11.4,18.0,49.0,0.0,1.0,2.0,2.0,34.0,15.9,3.9,33.0,1019.1,6.0,-0.3,24.7,7.0,7.0,경북,울진,기성,4082193
573,0.0953101798043248,1.0,37.93565555555555,127.17616111111111,11.6,24.1,40.0,0.0,1.0,2.0,2.0,30.0,19.5,6.7,10.0,1003.2,2.3,-12.9,22.2,2.8704119850187264,1.2687422166874225,충북,단양,매포,9076598
715,0.009950330853168,1.0,35.46064166666667,129.27778055555558,15.5,16.9,47.0,0.0,1.0,1.0,1.0,14.0,22.7,3.9,16.0,1004.7,4.4,-4.4,21.5,9.0,0.0,경기,남양주,조안,4082193
695,0.0953101798043248,3.0,35.708647222222226,128.67503333333332,14.8,18.0,39.0,0.0,1.0,2.0,2.0,30.0,23.1,3.0,14.0,1005.6,4.0,-5.8,26.6,6.0,0.0,경기,포천,관인,9076598
573,0.0198026272961797,0.0,37.43151388888889,126.67729722222222,13.3,23.3,50.0,0.0,1.0,2.0,2.0,33.0,20.4,2.9,21.0,1010.7,5.0,-2.6,22.5,3.0,0.0,경북,상주,내서,4658651
793,0.262364264467491,1.0,36.2011,128.6397638888889,13.4,21.6,44.0,0.0,1.0,2.0,2.0,30.0,23.6,3.6,17.0,1009.4,4.9,-2.9,36.3,7.0,0.0,경기,가평,가평,18850933
492,0.0295588022415443,2.0,37.70866111111111,126.361525,11.4,24.8,50.0,0.0,1.0,1.0,1.0,14.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경남,고성,삼산,5229485
611,0.0198026272961797,2.0,35.24301111111111,128.8758138888889,16.8,35.3,73.0,1.8,1.0,2.0,3.0,77.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,남양주,진접,4658651
573,0.048790164169432,2.0,35.38551111111111,127.62596388888888,13.2,19.6,66.0,0.0,1.0,2.0,2.0,33.0,23.4,4.2,36.0,1002.4,10.3,7.4,26.5,6.0,0.0,경기,남양주,진접,6354712
715,0.3364722366212129,2.0,36.62478888888889,127.28879444444443,14.3,25.1,51.0,3.5,2.0,0.0,0.0,82.0,16.7,5.8,23.0,923.9,4.4,-4.5,20.2,2.8704119850187264,1.2687422166874225,경남,함양,유림,27186990
715,0.009950330853168,4.0,37.47482777777778,127.0790111111111,13.8,34.6,45.0,4.5,1.0,2.0,2.0,34.0,15.2,1.6,31.0,1004.0,5.4,-1.8,18.1,2.0,0.0,서울,도봉,도봉,4082193
715,0.262364264467491,4.0,37.171327777777776,129.33311388888887,9.2,15.5,65.0,0.1,1.0,1.0,1.0,14.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,포항,북,18850933
371,0.009950330853168,1.0,36.100025,127.83026111111111,9.7,11.5,60.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,파주,적성,4082193
514,0.009950330853168,1.0,36.64846666666666,127.50616666666669,9.8,9.0,56.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경남,합천,대병,4082193
371,0.009950330853168,1.0,36.41403333333333,128.935,10.2,10.8,57.0,0.0,1.0,2.0,1.0,11.0,13.1,3.3,35.0,1001.4,5.3,-2.0,23.0,0.0,0.0,경북,영양,청기,4082193
337,0.0295588022415443,1.0,35.07095555555556,126.51557777777778,9.3,41.4,54.0,0.0,1.0,2.0,2.0,34.0,14.1,6.2,38.0,1008.3,6.1,0.0,23.8,0.0,0.0,전북,순창,팔덕,5229485
921,0.009950330853168,2.0,35.937466666666666,128.62498055555557,4.4,27.7,48.0,0.0,1.0,2.0,1.0,15.0,9.6,4.9,24.0,1011.6,2.9,-10.0,12.6,2.0,2.0,경북,경주,강동,4082193
514,0.0295588022415443,1.0,37.66367222222222,127.09527222222222,5.1,31.0,32.0,0.0,1.0,2.0,2.0,30.0,7.4,4.5,22.0,1003.1,2.3,-12.9,18.2,5.0,2.0,경남,거창,가북,5229485
715,1.0986122886681096,7.0,36.86338055555556,129.40404444444445,15.2,20.4,74.0,0.0,1.0,1.0,1.0,11.0,24.7,3.6,32.0,997.6,9.9,6.8,24.6,2.0,2.0,부산,연제,연산,79779805
573,2.8390784635086144,9.0,35.731883333333336,128.25309444444446,15.8,6.8,73.0,0.2,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,강원,고성,간성,205614480
233,0.4054651081081644,3.0,37.197494444444445,127.72155,16.9,11.9,73.0,0.3,1.0,2.0,1.0,15.0,19.3,2.9,60.0,1003.7,13.4,11.3,19.7,2.8704119850187264,1.2687422166874225,경북,봉화,물야,31223763
169,0.0198026272961797,0.0,37.70866111111111,126.361525,13.3,19.1,90.0,0.7,1.0,2.0,2.0,34.0,15.8,3.7,84.0,1008.0,15.0,13.0,13.3,9.0,9.0,울산,울주,두서,4658651
371,0.009950330853168,2.0,35.83040833333334,126.90734166666668,16.7,15.8,72.0,0.0,1.0,2.0,2.0,34.0,21.1,3.7,64.0,1007.5,16.0,14.0,20.7,2.0,2.0,충북,청주,흥덕,4082193
371,0.2851789422336623,1.0,37.50878611111112,126.68851944444444,15.2,19.1,82.0,0.0,1.0,1.0,1.0,14.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,영천,대전,20185819
182,0.6418538861723948,3.0,35.949888888888886,127.1196361111111,16.2,14.0,69.0,0.0,1.0,2.0,2.0,33.0,24.9,2.3,46.0,1007.1,14.4,12.4,30.6,2.0,2.0,인천,강화,선원,49054870
573,0.0861776962410523,2.0,37.28214444444444,126.8079972222222,15.5,16.9,72.0,0.0,1.0,1.0,1.0,11.0,21.9,4.3,45.0,1001.6,11.8,9.4,29.9,2.8704119850187264,1.2687422166874225,충남,홍성,장곡,8542257
767,0.4700036292457355,4.0,35.51902222222222,126.57613055555557,16.1,18.0,77.0,0.0,1.0,2.0,3.0,77.0,24.7,1.8,47.0,1007.9,14.6,12.6,30.2,3.0,3.0,경북,봉화,재산,34999912
246,0.262364264467491,2.0,35.17491388888889,126.86039722222222,16.2,11.9,74.0,0.0,1.0,1.0,1.0,13.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,충북,음성,음성,18850933
246,0.009950330853168,1.0,36.681241666666665,127.37765,16.8,13.3,68.0,0.0,1.0,2.0,2.0,32.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,서울,관악,신림,4082193
715,0.0198026272961797,1.0,35.183375,129.02189722222224,15.4,15.8,82.0,0.0,1.0,2.0,2.0,30.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,경주,강동,4658651
270,0.2851789422336623,4.0,35.30965277777778,129.13593333333333,15.4,15.8,82.0,0.0,1.0,2.0,1.0,11.0,19.8,4.0,68.0,1009.8,15.7,13.7,35.7,2.0,2.0,충북,영동,황간,20185819
205,0.1823215567939546,1.0,36.22172777777778,128.5752138888889,15.0,10.8,70.0,0.0,2.0,0.0,0.0,82.0,22.7,1.2,37.0,1008.1,10.2,7.2,25.2,8.0,4.0,경기,양평,용문,14167634
186,0.1823215567939546,1.0,35.419716666666666,127.36536666666666,14.5,10.8,69.0,0.5,0.0,0.0,0.0,91.0,20.9,3.7,68.0,1009.4,16.7,14.7,19.2,10.0,5.0,강원,삼척,근덕,14167634
974,0.0953101798043248,2.0,38.12699166666667,127.231325,10.6,13.0,80.0,0.0,1.0,2.0,2.0,30.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,강원,원주,태장,9076598
573,0.4054651081081644,4.0,37.39785555555555,127.47091944444443,12.9,14.0,63.0,0.0,1.0,2.0,2.0,34.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,전남,화순,동,31223763
715,0.009950330853168,1.0,37.25859444444445,127.0836472222222,12.9,15.1,59.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경남,합천,묘산,4082193
437,0.1906203596086497,2.0,35.4131,126.79124722222222,14.1,10.4,60.0,0.0,1.0,2.0,1.0,11.0,22.3,3.7,42.0,1011.5,11.2,8.7,26.7,0.0,0.0,경기,양주,덕계,14653197
837,0.009950330853168,1.0,36.81149722222222,127.59646666666666,13.9,14.4,61.0,0.0,1.0,2.0,3.0,77.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,파주,파평,4082193
715,0.1823215567939546,2.0,36.74547222222223,129.46345555555556,12.9,19.4,66.0,0.0,1.0,2.0,2.0,31.0,17.2,1.9,45.0,1004.2,8.8,5.1,30.3,0.0,0.0,경북,경산,와촌,14167634
535,0.009950330853168,1.0,37.04073055555556,128.32733333333334,11.5,10.8,62.0,0.0,1.0,2.0,1.0,11.0,18.9,2.3,42.0,1013.8,9.1,5.6,22.7,0.0,0.0,광주,동,운림,4082193
371,0.0953101798043248,5.0,37.52208611111111,127.32120833333332,13.1,12.6,56.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,인천,강화,길상,9076598
170,0.916290731874155,3.0,37.89469722222222,127.21863055555556,12.1,11.2,53.0,0.0,2.0,0.0,0.0,82.0,21.9,3.4,20.0,1007.9,5.2,-2.1,27.8,2.8704119850187264,1.2687422166874225,경기,양평,옥천,69112170
270,0.009950330853168,1.0,36.44308611111111,128.14339444444445,11.7,13.0,58.0,0.0,1.0,1.0,1.0,14.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,강원,춘천,남산,4082193
715,0.4054651081081644,5.0,37.838550000000005,127.51840555555556,11.1,8.6,57.0,0.0,1.0,2.0,2.0,30.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,인천,강화,강화,31223763
66,0.009950330853168,2.0,34.92221111111111,128.27294722222223,12.5,24.0,66.0,0.0,1.0,2.0,2.0,34.0,17.4,4.5,33.0,1017.9,6.5,0.9,31.1,2.0,2.0,울산,울주,삼남,4082193
47,0.0582689081239757,4.0,37.75987222222222,127.17697777777778,12.3,11.9,53.0,0.0,1.0,2.0,1.0,15.0,10.8,0.4,72.0,1011.3,9.3,5.9,7.0,2.8704119850187264,0.0,경남,거제,일운,6909313
185,0.009950330853168,1.0,37.75987222222222,127.17697777777778,13.3,11.2,64.0,0.0,1.0,2.0,1.0,11.0,20.8,3.1,42.0,1008.6,10.3,7.4,25.3,0.0,0.0,충남,예산,봉산,4082193
233,0.0953101798043248,2.0,35.49178055555556,127.77900277777778,15.1,9.3,65.0,0.0,1.0,2.0,2.0,34.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,상주,이안,9076598
573,0.009950330853168,5.0,37.66565,127.02444722222222,13.4,11.2,66.0,0.0,1.0,1.0,1.0,14.0,18.2,2.3,55.0,1010.3,11.5,9.0,24.1,6.0,6.0,강원,춘천,온의,4082193
573,0.1823215567939546,1.0,36.16708888888888,129.28994444444444,13.4,15.5,64.0,0.0,1.0,2.0,2.0,30.0,19.4,1.2,43.0,1013.7,9.6,6.4,29.7,6.0,6.0,대전,동,용운,14167634
715,0.0295588022415443,3.0,37.91681944444444,126.9734888888889,11.6,21.2,71.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,안성,보개,5229485
65,0.009950330853168,4.0,35.55659722222222,128.14406666666665,15.1,9.5,55.0,0.0,1.0,2.0,2.0,34.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,경주,안강,4082193
616,2.5952547069568657,2.0,36.77670833333333,128.9903972222222,11.6,20.9,61.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,평택,현덕,187348352
98,0.1823215567939546,1.0,35.389561111111114,127.13001388888888,12.5,11.5,59.0,0.0,1.0,2.0,2.0,34.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,충북,진천,진천,14167634
371,0.3364722366212129,1.0,36.00169722222222,129.266475,15.0,13.4,58.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,전남,광양,옥곡,27186990
767,0.009950330853168,1.0,35.75344722222222,127.9698,13.7,9.4,54.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,화성,장안,4082193
793,0.009950330853168,1.0,35.180252777777774,129.0960194444445,13.9,22.7,70.0,0.0,1.0,2.0,1.0,15.0,15.5,4.8,46.0,1009.6,8.1,3.9,11.8,0.0,0.0,인천,계양,방축,4082193
